-3.0,0.0044318484119380075
-2.9,0.005952532419775854
-2.8,0.007915451582979969
-2.7,0.010420934814422592
-2.6,0.013582969233685613
-2.5,0.01752830049356854
-2.4,0.0223945302948429
-2.3,0.028327037741601186
-2.2,0.035474592846231424
-2.1,0.04398359598042719
-2.0,0.05399096651318806
-1.9,0.0656158147746766
-1.8,0.07895015830089415
-1.7,0.09404907737688695
-1.6,0.11092083467945554
-1.5,0.12951759566589174
-1.4,0.14972746563574488
-1.3,0.17136859204780736
-1.2,0.19418605498321295
-1.1,0.21785217703255053
-1.0,0.24197072451914337
-0.9,0.2660852498987548
-0.8,0.28969155276148273
-0.7,0.31225393336676127
-0.6,0.33322460289179967
-0.5,0.3520653267642995
-0.4,0.36827014030332333
-0.3,0.38138781546052414
-0.2,0.3910426939754559
-0.1,0.3969525474770118
0.0,0.3989422804014327
0.1,0.3969525474770118
0.2,0.3910426939754559
0.3,0.38138781546052414
0.4,0.36827014030332333
0.5,0.3520653267642995
0.6,0.33322460289179967
0.7,0.31225393336676127
0.8,0.28969155276148273
0.9,0.2660852498987548
1.0,0.24197072451914337
1.1,0.21785217703255053
1.2,0.19418605498321295
1.3,0.17136859204780736
1.4,0.14972746563574488
1.5,0.12951759566589174
1.6,0.11092083467945554
1.7,0.09404907737688695
1.8,0.07895015830089415
1.9,0.0656158147746766
2.0,0.05399096651318806
2.1,0.04398359598042719
2.2,0.035474592846231424
2.3,0.028327037741601186
2.4,0.0223945302948429
2.5,0.01752830049356854
2.6,0.013582969233685613
2.7,0.010420934814422592
2.8,0.007915451582979969
2.9,0.005952532419775854
